007.pgm.atts,448,675.2953,7.5594,0.77569,0.098894
008.pgm.atts,443,904.4045,10.3856,0.58233,0.066648
010.pgm.atts,399,423.5423,8.5362,0.78425,0.097721
019.pgm.atts,541,469.6494,6.2587,0.7131,0.076983
020.pgm.atts,668,800.1867,8.1853,0.26923,0.090891
101.pgm.atts,831,1331.7201,13.6522,0.26489,0.093628
103.pgm.atts,524,457.8752,7.0793,0.94748,0.096227
104.pgm.atts,657,524.4531,8.8134,0.57176,0.098841
105.pgm.atts,544,759.5644,6.3685,0.31282,0.09804
108.pgm.atts,772,806.0818,9.6413,0.48114,0.098311
110.pgm.atts,922,887.0694,12.7213,0.59189,0.096776
125.pgm.atts,711,600.6289,8.6207,0.50798,0.075199
126.pgm.atts,320,750.5072,8.94,0.58741,0.088854
131.pgm.atts,594,598.4568,7.8618,0.59152,0.097478
202.pgm.atts,902,1143.2382,13.1557,0.51549,0.09579
203.pgm.atts,627,640.9595,8.2749,0.38554,0.092343
204.pgm.atts,731,800.0567,10.0346,0.4713,0.093949
216.pgm.atts,1024,981.2453,17.095,0.48096,0.095321
217.pgm.atts,558,913.1915,23.7212,0.46973,0.096685
217095.pgm.atts,707,1019.5355,9.9706,0.29593,0.095652
222.pgm.atts,1080,2489.5046,16.6659,0.5836,0.099133
223.pgm.atts,638,733.1028,7.5362,0.38186,0.091879
56.pgm.atts,486,724.845,10.1271,0.39544,0.062402
S003I005.PGM.atts,425,717.6957,6.2456,0.892,0.097595
S003I007.pgm.atts,373,881.285,4.648,0.91022,0.099914
S004I001.PGM.atts,408,787.8135,7.4991,0.86481,0.099507
S004I003.PGM.atts,383,80.7147,6.4807,0.79788,0.097362
S004I004.PGM.atts,411,104.3312,9.0412,0.87359,0.099347
S004I006.PGM.atts,503,326.6157,12.9157,0.60051,0.099804
S004I007.PGM.atts,457,1105.4715,12.4976,0.85964,0.099651
S004I008.PGM.atts,458,213.5545,14.2834,0.79799,0.077243
S004I00C.PGM.atts,361,792.2117,12.0778,0.8222,0.13569
S004I00D.PGM.atts,455,198.4963,14.2195,0.25785,0.082607
S004I00E.PGM.atts,683,983.0875,9.8623,0.43388,0.097637
S005I001.pgm.atts,396,88.8299,14.268,0.85091,0.091945
S005I002.pgm.atts,389,76.2534,11.6616,0.79383,0.099892
S005I003.pgm.atts,381,449.4747,5.3042,0.81228,0.095041
S005I004.pgm.atts,323,1399.6564,14.4364,0.8905,0.11693
S005I005.pgm.atts,385,98.1029,15.8505,0.8713,0.099469
S005I006.pgm.atts,422,174.9223,10.29,0.7491,0.094884
S005I007.pgm.atts,388,134.5684,13.0912,0.80012,0.099951
S005I008.pgm.atts,384,128.7166,13.2273,0.83506,0.099438
S005I009.pgm.atts,367,95.6819,16.0631,0.8601,0.099761
S005I00A.PGM.atts,235,1140.4564,26.1633,0.74379,0.30567
S005I00B.PGM.atts,454,233.3339,13.7555,0.73508,0.098067
S005I00C.PGM.atts,455,263.3353,6.2374,0.66656,0.09941
S006I008.PGM.atts,341,49.6456,14.4229,0.87721,0.08935
S006I009.PGM.atts,406,113.5541,10.9933,0.81635,0.099959
S006I00A.PGM.atts,429,454.3948,5.2392,0.78018,0.099859
S006I00B.PGM.atts,340,452.252,4.8419,0.8674,0.15355
S006I00E.PGM.atts,444,475.1924,6.7878,0.79895,0.099417
S006I015.PGM.atts,329,1263.5202,19.3064,0.8919,0.35386
S006I016.PGM.atts,322,1343.6077,15.9703,0.71407,0.12168
S006I017.PGM.atts,338,1373.2159,21.4962,0.83692,0.11284
S006I018.PGM.atts,347,1415.2109,22.5248,0.83837,0.098002
S006I019.PGM.atts,365,94.0031,13.0074,0.92114,0.29855
S006I01A.PGM.atts,336,1447.2963,14.9323,0.70605,0.15369
airfield.pgm.atts,903,977.0853,12.2655,0.52699,0.099811
airfield_edges.pgm.atts,1190,1254.1572,20.1052,0.99981,0.046447
airplane.pgm.atts,525,161.5678,16.6456,1,0.097233
boatbilledheron.pgm.atts,257,1210.6837,13.5367,0.6607,0.12625
buildings.pgm.atts,699,534.6175,11.989,0.47488,0.090962
coffee.pgm.atts,494,113.8512,14.0094,0.97039,0.09963
collarlemur.pgm.atts,75,-1,-1,-1,-1
colobus.pgm.atts,87,-1,-1,-1,-1
dog1.pgm.atts,457,66.6108,5.8375,0.76774,0.07745
dog2.pgm.atts,544,258.3871,13.222,0.56599,0.077984
dog3.pgm.atts,619,432.2935,16.7844,0.36556,0.094047
giraffe.pgm.atts,767,2395.747,12.5016,0.40095,0.095417
goldenbackedwoodpecker.pgm.atts,601,1481.6564,7.1351,0.28432,0.098282
golfcart.pgm.atts,770,2370.8437,12.6979,0.49059,0.098056
homes.pgm.atts,954,2603.1992,20.9214,0.16512,0.086852
image0.pgm.atts,217,918.0682,14.376,0.52174,0.0842
image1.pgm.atts,300,1345.0426,17.0231,0.8405,0.099355
image10.pgm.atts,266,1221.8144,12.7067,0.76648,0.094087
image12.pgm.atts,249,1059.8662,12.6643,0.48405,0.090574
image13.pgm.atts,202,737.4243,16.0868,0.4946,0.14053
image15.pgm.atts,228,1132.7721,11.8587,0.47726,0.11971
image24.pgm.atts,321,1465.3484,16.6385,0.56875,0.090455
image25.pgm.atts,236,1169.126,13.6993,0.60269,0.12868
image29.pgm.atts,194,-1,-1,-1,-1
image32.pgm.atts,218,329.2003,9.3389,0.60601,0.12054
image35.pgm.atts,116,-1,-1,-1,-1
image36.pgm.atts,168,-1,-1,-1,-1
image41.pgm.atts,210,43.1604,5.5173,0.87514,0.09802
largebuilding.pgm.atts,1004,1070.8069,14.8325,0.22786,0.07131
lilacbreastedroller.pgm.atts,385,584.5328,4.8442,0.49272,0.099407
mailbox.pgm.atts,790,817.0363,10.0928,0.37194,0.093273
nicobarpigeon.pgm.atts,677,674.369,8.1029,0.47423,0.092499
pheasant.pgm.atts,621,546.362,7.2849,0.38885,0.080334
police.pgm.atts,1037,1077.5097,15.3118,0.49088,0.099855
redbirdofparadise.pgm.atts,557,610.8755,6.513,0.4026,0.094558
rhino.pgm.atts,291,853.1548,8.3015,0.78988,0.099139
school.pgm.atts,534,512.6109,6.8788,0.86368,0.099492
series.pgm.atts,630,487.2177,7.3596,0.37942,0.053532
tiger.pgm.atts,253,173.6938,6.3144,0.85134,0.099371
tiger_m.pgm.atts,648,650.6785,18.635,0.27717,0.07719
woods.pgm.atts,576,371.2673,21.2212,0.42225,0.087002
zebra.pgm.atts,729,968.198,18.5979,0.51202,0.098465
zebra1.pgm.atts,674,249.7256,8.7679,0.41335,0.087181
zebra_b.pgm.atts,707,807.3675,10.4099,0.62135,0.077078